X,Y,Z,code
50.6446,26.2621,5338,048
50.6029,26.2538,5307,048
50.6196,26.2538,8634,048
50.6279,26.2538,7254,048
50.6529,26.2538,6953,048
50.6112,26.2454,6943,048
50.6196,26.2454,5080,048
50.6362,26.2454,5274,048
50.6446,26.2454,6480,048
50.6529,26.2454,7892,048
50.5279,26.2371,5160,048
50.5779,26.2371,9773,048
50.6529,26.2371,6768,048
50.5196,26.2288,9455,048
50.5279,26.2288,6547,048
50.5362,26.2288,7261,048
50.5446,26.2288,7330,048
50.5529,26.2288,5448,048
50.5612,26.2288,5645,048
50.4946,26.2204,5613,048
50.5112,26.2204,5341,048
50.5196,26.2204,8026,048
50.5279,26.2204,8720,048
50.5612,26.2204,9776,048
50.5946,26.2204,7667,048
50.6612,26.2204,5574,048
50.6696,26.2204,5506,048
50.5279,26.2121,6835,048
50.5362,26.2121,7399,048
50.5446,26.2121,5909,048
50.5529,26.2121,7383,048
50.6612,26.2121,6468,048
50.5362,26.2038,5493,048
50.5696,26.2038,7878,048
50.5779,26.2038,8686,048
50.4862,26.1954,5860,048
50.5529,26.1954,5741,048
50.5946,26.1954,5176,048
50.5279,26.1871,7950,048
50.5279,26.1788,9347,048
50.5612,26.1788,6607,048
50.5446,26.1704,9111,048
50.5696,26.1704,8836,048
50.6112,26.1704,6916,048
50.5112,26.1621,5724,048
50.5196,26.1621,9334,048
50.5362,26.1621,5442,048
50.5446,26.1621,6103,048
50.5529,26.1621,6642,048
50.5612,26.1621,8723,048
50.6112,26.1621,7155,048
50.6196,26.1621,6749,048
50.5196,26.1538,9924,048
50.5279,26.1538,7494,048
50.5362,26.1538,7636,048
50.5446,26.1538,5836,048
50.5696,26.1538,5390,048
50.5862,26.1538,6328,048
50.4946,26.1454,7017,048
50.5779,26.1454,5491,048
50.5862,26.1454,5684,048
50.4946,26.1371,5066,048
50.5029,26.1371,5254,048
50.5446,26.1371,6251,048
50.5529,26.1371,9708,048
50.5779,26.1371,7939,048
50.5862,26.1371,5340,048
50.6029,26.1371,8893,048
50.6112,26.1371,6301,048
50.5446,26.1288,6602,048
50.5529,26.1288,5792,048
50.5946,26.1288,5536,048
50.5779,26.1204,9979,048
50.5029,26.1038,5323,048
88.5529,26.3454,7320,050
88.5612,26.3454,5127,050
89.0196,26.3454,6658,050
88.5696,26.3371,5783,050
88.5529,26.3288,6857,050
88.7529,26.1204,5213,050
88.7612,26.1204,5264,050
88.8196,26.1038,6196,050
88.8279,26.1038,5342,050
88.4196,26.0454,5958,050
88.4279,26.0454,6501,050
88.4196,26.0371,6481,050
88.4279,26.0371,7181,050
88.4529,26.0371,5405,050
88.4612,26.0371,6566,050
88.4696,26.0371,9545,050
88.4696,26.0204,5685,050
89.0112,26.0204,5987,050
89.0196,26.0204,7356,050
89.6946,25.9704,5930,050
88.8446,25.9454,5455,050
88.8529,25.9371,8692,050
88.8446,25.9288,6072,050
88.8529,25.9288,8018,050
88.8612,25.9288,5877,050
89.4362,25.9204,5163,050
89.4446,25.9204,9156,050
89.4529,25.9204,5997,050
89.4279,25.9121,6381,050
89.4362,25.9121,8906,050
89.4446,25.9121,9683,050
89.4529,25.9121,6073,050
89.4279,25.9038,5039,050
89.4362,25.9038,5328,050
88.3612,25.8538,5988,050
88.6529,25.8538,5263,050
89.3279,25.8204,6352,050
89.6446,25.8204,5061,050
89.6529,25.8204,8008,050
89.6612,25.8204,5865,050
89.0112,25.8121,5988,050
89.1446,25.8121,5785,050
89.3196,25.8121,5136,050
89.3362,25.8121,6266,050
89.6196,25.8121,5908,050
89.6279,25.8121,6245,050
89.6362,25.8121,7692,050
89.6529,25.8121,8185,050
89.6612,25.8121,5081,050
88.4612,25.8038,5312,050
88.8862,25.8038,5223,050
89.3279,25.8038,5205,050
89.6279,25.8038,5162,050
89.6362,25.8038,5324,050
89.6446,25.8038,5157,050
88.8779,25.7954,5045,050
88.8862,25.7954,8624,050
88.8946,25.7954,5472,050
88.9029,25.7871,7248,050
88.9112,25.7871,5457,050
88.9196,25.7871,5263,050
89.2112,25.7871,6336,050
88.8862,25.7788,7100,050
88.9196,25.7788,7273,050
89.2279,25.7788,5714,050
88.8946,25.7704,6282,050
88.9029,25.7704,7373,050
88.9112,25.7704,7267,050
89.2196,25.7704,7218,050
89.2279,25.7704,9922,050
89.2362,25.7704,7708,050
89.2196,25.7621,5176,050
89.2446,25.7621,7755,050
89.2529,25.7621,6494,050
89.2612,25.7621,5042,050
89.2612,25.7538,9573,050
89.2696,25.7538,6409,050
89.2279,25.7454,6222,050
89.2696,25.7454,8004,050
89.2362,25.7371,8128,050
89.2696,25.7371,8182,050
89.2862,25.7371,6278,050
89.2446,25.7288,5583,050
89.2779,25.7288,6341,050
89.2862,25.7288,6318,050
89.2946,25.7288,6817,050
89.2612,25.7204,6858,050
89.2696,25.7204,5184,050
89.2612,25.7121,5708,050
88.6529,25.6704,6441,050
89.0529,25.6704,7485,050
89.0612,25.6704,6608,050
88.6446,25.6621,7725,050
88.6529,25.6621,6199,050
88.9112,25.6621,8080,050
89.4029,25.6621,5304,050
89.6196,25.6621,8601,050
88.6446,25.6538,6278,050
88.9112,25.6538,7380,050
88.9196,25.6538,6809,050
89.6196,25.6538,5574,050
88.6362,25.6454,8222,050
88.6529,25.6371,5304,050
88.6196,25.6288,6712,050
88.6279,25.6204,7752,050
88.6446,25.6204,9950,050
88.6279,25.6121,5590,050
88.6362,25.6121,9336,050
88.6446,25.6121,9374,050
88.6529,25.6121,6306,050
88.6279,25.6038,5768,050
88.6362,25.6038,8744,050
88.6279,25.5954,5789,050
88.6362,25.5954,5222,050
89.6612,25.5871,6197,050
