X,Y,Z,code
91.8696,24.8788,10754,050
91.8779,24.8788,13851,050
91.8862,24.8788,12309,050
89.3612,24.8704,10842,050
89.3696,24.8704,12951,050
89.3529,24.8621,13565,050
89.3612,24.8621,10539,050
89.3696,24.8621,11053,050
89.3529,24.8538,13561,050
89.3612,24.8538,15482,050
89.3696,24.8538,20247,050
89.3779,24.8538,17859,050
89.3862,24.8538,10894,050
92.0112,24.8538,11285,050
89.3612,24.8454,10672,050
89.3696,24.8454,22026,050
89.3779,24.8454,27102,050
89.3862,24.8454,12199,050
89.3696,24.8371,16549,050
89.3779,24.8371,17081,050
89.3779,24.8288,11836,050
88.9362,24.8204,12392,050
88.9362,24.8121,11199,050
88.9446,24.8121,14060,050
88.9362,24.8038,12906,050
88.9446,24.8038,13681,050
90.3862,24.7704,12331,050
90.3862,24.7621,14391,050
90.3946,24.7621,27438,050
90.4029,24.7621,22500,050
90.3862,24.7538,14102,050
90.3946,24.7538,31246,050
90.4029,24.7538,37412,050
90.4112,24.7538,27216,050
90.3946,24.7454,15081,050
90.4029,24.7454,12575,050
90.4112,24.7454,31006,050
90.4196,24.7454,18238,050
90.4029,24.7371,10336,050
88.2612,24.5954,14144,050
88.2696,24.5954,21935,050
88.2779,24.5954,14337,050
88.2612,24.5871,13665,050
88.2696,24.5871,18977,050
88.2612,24.5788,12926,050
91.7696,24.4871,12339,050
89.7112,24.4704,10716,050
89.6946,24.4621,11874,050
89.7029,24.4621,17972,050
89.7112,24.4621,20186,050
89.7196,24.4621,10668,050
89.6946,24.4538,13889,050
89.7029,24.4538,28435,050
89.7112,24.4538,19563,050
89.7029,24.4454,14584,050
89.7112,24.4454,13991,050
90.7696,24.4371,11069,050
90.7779,24.4371,16789,050
90.7862,24.4371,13254,050
90.7779,24.4288,16462,050
90.7862,24.4288,16609,050
88.6029,24.3871,13746,050
91.4112,24.3871,15245,050
88.5612,24.3788,12259,050
88.5696,24.3788,12992,050
88.5779,24.3788,11265,050
88.5946,24.3788,13039,050
88.6029,24.3788,18181,050
88.6112,24.3788,17080,050
88.5696,24.3704,13925,050
88.5779,24.3704,16329,050
88.5862,24.3704,16593,050
88.5946,24.3704,21759,050
88.6029,24.3704,29846,050
88.6112,24.3704,21956,050
88.6196,24.3704,17197,050
88.6029,24.3621,18766,050
88.6112,24.3621,20964,050
88.6196,24.3621,25074,050
88.6279,24.3621,19355,050
88.6362,24.3621,10632,050
89.6862,24.3288,10617,050
91.7362,24.3121,10377,050
89.9196,24.2538,20360,050
89.9112,24.2454,14329,050
89.9196,24.2454,12012,050
90.7946,24.2454,11105,050
89.5946,24.1788,10001,050
90.4196,24.1704,14328,050
90.4279,24.1704,17330,050
90.4362,24.1704,10461,050
90.4196,24.1621,14804,050
90.4279,24.1621,16922,050
90.4362,24.1621,10991,050
90.4196,24.1538,11008,050
90.4279,24.1538,10974,050
90.4112,24.1454,10755,050
90.3862,24.1288,12192,050
90.3946,24.1288,10244,050
90.3862,24.1204,11961,050
90.1696,24.0954,10086,050
90.3696,24.0871,10502,050
90.3779,24.0871,13637,050
90.2112,24.0788,11440,050
90.9779,24.0621,10744,050
90.3862,24.0538,10245,050
90.9779,24.0538,14607,050
90.9862,24.0538,23921,050
90.9946,24.0538,11777,050
90.2362,24.0454,10631,050
90.2529,24.0454,10451,050
90.2612,24.0454,11785,050
90.9779,24.0454,11224,050
90.9862,24.0454,22908,050
90.2446,24.0371,10482,050
90.2529,24.0371,16147,050
90.2612,24.0371,15873,050
90.2696,24.0371,11024,050
90.4196,24.0371,10492,050
91.0112,24.0371,10610,050
90.2696,24.0288,11180,050
90.2779,24.0288,12526,050
90.3029,24.0288,10074,050
90.3862,24.0288,13173,050
90.4196,24.0288,12261,050
90.2779,24.0204,14090,050
90.2862,24.0204,11779,050
90.2946,24.0204,10287,050
90.3196,24.0204,13402,050
90.3279,24.0204,10280,050
90.3862,24.0204,12171,050
90.4196,24.0204,18161,050
89.2362,24.0121,15434,050
89.2446,24.0121,12919,050
90.3196,24.0121,13216,050
90.3862,24.0121,12812,050
90.4196,24.0121,10814,050
89.2279,24.0038,12388,050
89.2362,24.0038,21718,050
89.2446,24.0038,21116,050
90.3112,24.0038,11482,050
90.3196,24.0038,23685,050
90.3279,24.0038,22405,050
90.3862,24.0038,16229,050
90.4029,24.0038,12564,050
90.4112,24.0038,19601,050
90.4196,24.0038,19987,050
90.4279,24.0038,18560,050
90.4362,24.0038,10969,050
90.2529,23.9954,11025,050
90.2612,23.9954,14552,050
90.3112,23.9954,10586,050
90.3196,23.9954,18363,050
90.3446,23.9954,11969,050
90.3696,23.9954,11803,050
90.3779,23.9954,16959,050
90.3862,23.9954,23047,050
90.3946,23.9954,13934,050
90.4029,23.9954,19199,050
90.4112,23.9954,16654,050
90.4196,23.9954,11351,050
90.4279,23.9954,15370,050
90.4362,23.9954,10591,050
90.2612,23.9871,15608,050
90.3112,23.9871,11736,050
90.3196,23.9871,15493,050
90.3529,23.9871,14831,050
90.3612,23.9871,18624,050
90.3696,23.9871,20364,050
90.3779,23.9871,29468,050
90.3862,23.9871,30836,050
90.3946,23.9871,14066,050
90.4196,23.9871,10657,050
91.1029,23.9871,10439,050
91.1112,23.9871,12198,050
90.2696,23.9788,11704,050
90.3696,23.9788,14261,050
90.3779,23.9788,30928,050
90.3862,23.9788,17882,050
90.6362,23.9788,10908,050
91.1029,23.9788,17827,050
91.1112,23.9788,18738,050
90.3696,23.9704,16434,050
90.3779,23.9704,29675,050
90.3862,23.9704,18806,050
90.3946,23.9704,10477,050
91.1029,23.9704,14932,050
91.1112,23.9704,24233,050
90.2696,23.9621,10579,050
90.3696,23.9621,18947,050
90.3779,23.9621,29716,050
90.3862,23.9621,24011,050
90.3946,23.9621,10857,050
91.1112,23.9621,14130,050
90.3696,23.9538,15281,050
90.3779,23.9538,28492,050
90.3862,23.9538,25793,050
90.3946,23.9538,11371,050
90.2779,23.9454,15742,050
90.2862,23.9454,15810,050
90.3696,23.9454,10631,050
90.3779,23.9454,15715,050
90.3862,23.9454,32863,050
90.3946,23.9454,15841,050
90.2779,23.9371,15147,050
90.2862,23.9371,16878,050
90.2946,23.9371,13125,050
90.3696,23.9371,13499,050
90.3779,23.9371,20083,050
90.3862,23.9371,36043,050
90.3946,23.9371,29297,050
90.7112,23.9371,17942,050
90.7196,23.9371,15530,050
90.7279,23.9371,13705,050
90.2612,23.9288,13217,050
90.2779,23.9288,11404,050
90.3029,23.9288,12433,050
90.3112,23.9288,13555,050
90.3696,23.9288,11271,050
90.3779,23.9288,16033,050
90.3862,23.9288,25286,050
90.3946,23.9288,14935,050
90.7029,23.9288,15123,050
90.7112,23.9288,23044,050
90.7196,23.9288,21943,050
90.7279,23.9288,14404,050
90.2112,23.9204,11409,050
90.2196,23.9204,10043,050
90.3112,23.9204,10723,050
90.3696,23.9204,15726,050
90.3779,23.9204,23533,050
90.3862,23.9204,32150,050
90.3946,23.9204,26906,050
90.4029,23.9204,18707,050
90.7029,23.9204,11224,050
90.7112,23.9204,31165,050
90.7196,23.9204,26630,050
90.7279,23.9204,10274,050
89.1112,23.9121,11456,050
89.1196,23.9121,11556,050
89.1279,23.9121,14287,050
90.2196,23.9121,10228,050
90.2279,23.9121,13019,050
90.2946,23.9121,10540,050
90.3029,23.9121,11769,050
90.3112,23.9121,10803,050
90.3196,23.9121,10310,050
90.3696,23.9121,11117,050
90.3779,23.9121,19048,050
90.3862,23.9121,21063,050
90.3946,23.9121,46480,050
90.4029,23.9121,35140,050
90.4112,23.9121,17391,050
90.4196,23.9121,11716,050
90.7112,23.9121,15424,050
89.1196,23.9038,16156,050
89.1279,23.9038,24904,050
89.1362,23.9038,20777,050
89.1446,23.9038,11116,050
90.3196,23.9038,10643,050
90.3696,23.9038,14996,050
90.3779,23.9038,14405,050
90.3862,23.9038,26799,050
90.3946,23.9038,43051,050
90.4029,23.9038,43662,050
90.4112,23.9038,33611,050
90.4196,23.9038,34311,050
89.1279,23.8954,13208,050
89.1362,23.8954,10581,050
89.1446,23.8954,11418,050
90.3279,23.8954,17841,050
90.3696,23.8954,13329,050
90.3779,23.8954,22104,050
90.3862,23.8954,20376,050
90.3946,23.8954,33472,050
90.4029,23.8954,38503,050
90.4112,23.8954,50642,050
90.4196,23.8954,35657,050
90.4279,23.8954,23215,050
90.6696,23.8954,12498,050
90.3279,23.8871,12907,050
90.3696,23.8871,11992,050
90.3779,23.8871,32056,050
90.3862,23.8871,34615,050
90.3946,23.8871,14467,050
90.4029,23.8871,38602,050
90.4112,23.8871,29213,050
90.4196,23.8871,17016,050
90.4279,23.8871,11491,050
90.9696,23.8871,10172,050
90.3696,23.8788,11869,050
90.3779,23.8788,16593,050
90.3862,23.8788,36092,050
90.3946,23.8788,39438,050
90.4029,23.8788,41171,050
90.4112,23.8788,39082,050
90.4196,23.8788,39466,050
90.4279,23.8788,20143,050
90.3779,23.8704,11194,050
90.3862,23.8704,39702,050
90.3946,23.8704,45910,050
90.4029,23.8704,51685,050
90.4112,23.8704,54005,050
90.4196,23.8704,53287,050
90.4279,23.8704,33753,050
90.4362,23.8704,10899,050
90.6696,23.8704,11555,050
90.3862,23.8621,20970,050
90.3946,23.8621,15879,050
90.4029,23.8621,24213,050
90.4112,23.8621,42129,050
90.4196,23.8621,40567,050
90.4279,23.8621,36559,050
90.4362,23.8621,12485,050
90.6696,23.8621,15886,050
90.6779,23.8621,15328,050
90.2529,23.8538,12826,050
90.2612,23.8538,15610,050
90.4112,23.8538,15725,050
90.4196,23.8538,18391,050
90.4279,23.8538,25695,050
90.6696,23.8538,18375,050
90.6779,23.8538,17499,050
90.2446,23.8454,13404,050
90.2529,23.8454,26183,050
90.2612,23.8454,17826,050
90.4279,23.8454,14793,050
90.6696,23.8454,15753,050
90.6779,23.8454,13522,050
90.2529,23.8371,28162,050
90.2612,23.8371,21729,050
90.3529,23.8371,13457,050
90.4279,23.8371,14118,050
90.2529,23.8288,20345,050
90.2612,23.8288,21484,050
90.3446,23.8288,13443,050
90.3529,23.8288,65726,050
90.3612,23.8288,40245,050
90.3696,23.8288,12241,050
90.3946,23.8288,14871,050
90.4196,23.8288,17656,050
90.4279,23.8288,26653,050
90.2612,23.8204,11214,050
90.3446,23.8204,36515,050
90.3529,23.8204,116601,050
90.3612,23.8204,93144,050
90.3696,23.8204,24779,050
90.3779,23.8204,16539,050
90.3862,23.8204,12835,050
90.3946,23.8204,36911,050
90.4029,23.8204,10040,050
90.4196,23.8204,25814,050
90.4279,23.8204,36929,050
90.4362,23.8204,20426,050
90.2529,23.8121,12993,050
90.3446,23.8121,48184,050
90.3529,23.8121,189588,050
90.3612,23.8121,93107,050
90.3696,23.8121,35960,050
90.3779,23.8121,29109,050
90.3862,23.8121,21901,050
90.3946,23.8121,55918,050
90.4029,23.8121,18997,050
90.4196,23.8121,23745,050
90.4279,23.8121,93129,050
90.4362,23.8121,55264,050
90.2529,23.8038,10932,050
90.2612,23.8038,10779,050
90.3446,23.8038,64520,050
90.3529,23.8038,247400,050
90.3612,23.8038,165804,050
90.3696,23.8038,115233,050
90.3779,23.8038,73681,050
90.3862,23.8038,44428,050
90.3946,23.8038,46388,050
90.4029,23.8038,33316,050
90.4112,23.8038,16800,050
90.4196,23.8038,31266,050
90.4279,23.8038,103217,050
90.4362,23.8038,69407,050
90.4696,23.8038,10710,050
90.4779,23.8038,15248,050
90.7112,23.8038,10279,050
90.2529,23.7954,14252,050
90.2612,23.7954,12431,050
90.2696,23.7954,16093,050
90.2779,23.7954,17456,050
90.3362,23.7954,20819,050
90.3446,23.7954,26574,050
90.3529,23.7954,57899,050
90.3612,23.7954,142238,050
90.3696,23.7954,138294,050
90.3779,23.7954,111081,050
90.3862,23.7954,104684,050
90.3946,23.7954,53807,050
90.4029,23.7954,40906,050
90.4112,23.7954,31025,050
90.4196,23.7954,32519,050
90.4279,23.7954,82870,050
90.4362,23.7954,79774,050
90.4446,23.7954,19069,050
90.2529,23.7871,10954,050
90.2612,23.7871,12085,050
90.3279,23.7871,22879,050
90.3362,23.7871,27136,050
90.3446,23.7871,41654,050
90.3529,23.7871,41278,050
90.3612,23.7871,85943,050
90.3696,23.7871,117896,050
90.3779,23.7871,45798,050
90.3862,23.7871,71894,050
90.3946,23.7871,65756,050
90.4029,23.7871,48861,050
90.4112,23.7871,32230,050
90.4196,23.7871,40166,050
90.4279,23.7871,66436,050
90.4362,23.7871,104827,050
90.4446,23.7871,46218,050
90.3362,23.7788,14201,050
90.3446,23.7788,10482,050
90.3529,23.7788,47712,050
90.3612,23.7788,78724,050
90.3696,23.7788,79059,050
90.3779,23.7788,65793,050
90.3862,23.7788,26176,050
90.3946,23.7788,83270,050
90.4029,23.7788,53961,050
90.4112,23.7788,38412,050
90.4196,23.7788,37932,050
90.4279,23.7788,68001,050
90.4362,23.7788,67137,050
90.3446,23.7704,46130,050
90.3529,23.7704,104787,050
90.3612,23.7704,115348,050
90.3696,23.7704,81132,050
90.3779,23.7704,33397,050
90.3862,23.7704,36642,050
90.3946,23.7704,95476,050
90.4029,23.7704,84884,050
90.4112,23.7704,46250,050
90.4196,23.7704,55161,050
90.4279,23.7704,88670,050
90.4362,23.7704,53677,050
90.4446,23.7704,11982,050
88.9446,23.7621,10226,050
90.3446,23.7621,31615,050
90.3529,23.7621,101994,050
90.3612,23.7621,121358,050
90.3696,23.7621,75167,050
90.3779,23.7621,25852,050
90.3862,23.7621,65402,050
90.3946,23.7621,105460,050
90.4029,23.7621,75971,050
90.4112,23.7621,61210,050
90.4196,23.7621,117538,050
90.4279,23.7621,117794,050
90.4362,23.7621,89188,050
90.4446,23.7621,44909,050
90.4529,23.7621,21326,050
90.4612,23.7621,16266,050
90.3529,23.7538,28917,050
90.3612,23.7538,92629,050
90.3696,23.7538,95699,050
90.3779,23.7538,69869,050
90.3862,23.7538,102031,050
90.3946,23.7538,103279,050
90.4029,23.7538,66799,050
90.4112,23.7538,74047,050
90.4196,23.7538,106972,050
90.4279,23.7538,123520,050
90.4362,23.7538,132285,050
90.4446,23.7538,77912,050
90.4529,23.7538,49526,050
90.4612,23.7538,14306,050
90.5196,23.7538,10024,050
90.3612,23.7454,43123,050
90.3696,23.7454,80180,050
90.3779,23.7454,62085,050
90.3862,23.7454,102077,050
90.3946,23.7454,90614,050
90.4029,23.7454,59837,050
90.4112,23.7454,82027,050
90.4196,23.7454,85861,050
90.4279,23.7454,106843,050
90.4362,23.7454,124530,050
90.4446,23.7454,107895,050
90.4529,23.7454,54338,050
90.4612,23.7454,19838,050
90.5196,23.7454,14459,050
90.3446,23.7371,10141,050
90.3612,23.7371,42814,050
90.3696,23.7371,69698,050
90.3779,23.7371,42368,050
90.3862,23.7371,70104,050
90.3946,23.7371,36522,050
90.4029,23.7371,20708,050
90.4112,23.7371,49504,050
90.4196,23.7371,68818,050
90.4279,23.7371,84578,050
90.4362,23.7371,98581,050
90.4446,23.7371,68595,050
90.4529,23.7371,20445,050
90.4612,23.7371,13062,050
90.5279,23.7371,12449,050
90.3362,23.7288,11758,050
90.3612,23.7288,21277,050
90.3696,23.7288,81783,050
90.3779,23.7288,71009,050
90.3862,23.7288,87461,050
90.3946,23.7288,70459,050
90.4029,23.7288,28708,050
90.4112,23.7288,33693,050
90.4196,23.7288,61951,050
90.4279,23.7288,68814,050
90.4362,23.7288,103184,050
90.4446,23.7288,58353,050
90.4529,23.7288,10341,050
90.4946,23.7288,15348,050
90.5029,23.7288,13384,050
90.5112,23.7288,23715,050
90.5196,23.7288,19237,050
90.3612,23.7204,19892,050
90.3696,23.7204,33819,050
90.3779,23.7204,71483,050
90.3862,23.7204,165711,050
90.3946,23.7204,183800,050
90.4029,23.7204,181832,050
90.4112,23.7204,205270,050
90.4196,23.7204,65930,050
90.4279,23.7204,68253,050
90.4362,23.7204,40483,050
90.4446,23.7204,16888,050
90.4529,23.7204,24807,050
90.4612,23.7204,27020,050
90.4696,23.7204,34065,050
90.4779,23.7204,13564,050
90.4862,23.7204,18920,050
90.4946,23.7204,23989,050
90.5029,23.7204,17201,050
90.5112,23.7204,16385,050
90.5196,23.7204,19467,050
90.3529,23.7121,15682,050
90.3612,23.7121,16329,050
90.3696,23.7121,30356,050
90.3779,23.7121,29867,050
90.3862,23.7121,50309,050
90.3946,23.7121,57181,050
90.4029,23.7121,93353,050
90.4112,23.7121,112028,050
90.4196,23.7121,98544,050
90.4279,23.7121,68176,050
90.4362,23.7121,46860,050
90.4446,23.7121,50252,050
90.4529,23.7121,123820,050
90.4612,23.7121,145862,050
90.4696,23.7121,127717,050
90.4779,23.7121,60528,050
90.4862,23.7121,43500,050
90.4946,23.7121,47883,050
90.5029,23.7121,28443,050
90.5112,23.7121,20015,050
90.5196,23.7121,18045,050
90.5279,23.7121,11103,050
90.3696,23.7038,11830,050
90.3779,23.7038,18111,050
90.3862,23.7038,29979,050
90.3946,23.7038,47688,050
90.4029,23.7038,43685,050
90.4112,23.7038,41657,050
90.4196,23.7038,60429,050
90.4279,23.7038,58276,050
90.4362,23.7038,48852,050
90.4446,23.7038,46076,050
90.4529,23.7038,63475,050
90.4612,23.7038,138996,050
90.4696,23.7038,84029,050
90.4779,23.7038,29200,050
90.4862,23.7038,32451,050
90.4946,23.7038,45129,050
90.5029,23.7038,36736,050
90.5112,23.7038,21457,050
90.5196,23.7038,21470,050
90.5279,23.7038,22399,050
90.3862,23.6954,14486,050
90.3946,23.6954,38601,050
90.4029,23.6954,41799,050
90.4112,23.6954,34045,050
90.4196,23.6954,19535,050
90.4279,23.6954,46024,050
90.4362,23.6954,51251,050
90.4446,23.6954,44365,050
90.4529,23.6954,65823,050
90.4612,23.6954,91462,050
90.4696,23.6954,67055,050
90.4779,23.6954,25316,050
90.4862,23.6954,25898,050
90.4946,23.6954,42674,050
90.5029,23.6954,40272,050
90.5112,23.6954,25998,050
90.5196,23.6954,14427,050
90.5279,23.6954,16820,050
90.5362,23.6954,14114,050
90.5446,23.6954,12274,050
90.3946,23.6871,13048,050
90.4029,23.6871,11653,050
90.4112,23.6871,10075,050
90.4196,23.6871,18295,050
90.4279,23.6871,20890,050
90.4362,23.6871,34458,050
90.4446,23.6871,50066,050
90.4529,23.6871,51347,050
90.4612,23.6871,57092,050
90.4696,23.6871,23186,050
90.4779,23.6871,22862,050
90.4862,23.6871,34935,050
90.4946,23.6871,33377,050
90.5029,23.6871,31675,050
90.5112,23.6871,35543,050
90.5196,23.6871,28226,050
90.5279,23.6871,10998,050
90.5362,23.6871,11714,050
90.5446,23.6871,11722,050
90.5529,23.6871,11976,050
90.4196,23.6788,14896,050
90.4279,23.6788,19587,050
90.4446,23.6788,66189,050
90.4529,23.6788,18343,050
90.4612,23.6788,28277,050
90.4696,23.6788,10237,050
90.4779,23.6788,14375,050
90.4862,23.6788,17285,050
90.5112,23.6788,13008,050
90.5196,23.6788,21721,050
90.5279,23.6788,15234,050
90.5362,23.6788,18807,050
90.5529,23.6788,11015,050
90.4362,23.6704,11927,050
90.4446,23.6704,14565,050
90.4529,23.6704,36074,050
90.4612,23.6704,34938,050
90.4696,23.6704,25399,050
90.4779,23.6704,31222,050
90.4862,23.6704,10840,050
90.4946,23.6704,12614,050
90.5112,23.6704,11713,050
90.5196,23.6704,21387,050
90.5279,23.6704,12881,050
90.5362,23.6704,11738,050
90.4529,23.6621,14384,050
90.4612,23.6621,24067,050
90.4696,23.6621,27247,050
90.4779,23.6621,16811,050
90.4862,23.6621,18058,050
90.4946,23.6621,26591,050
90.5029,23.6621,11342,050
90.5112,23.6621,17455,050
90.5196,23.6621,13776,050
90.5279,23.6621,10072,050
90.4529,23.6538,14468,050
90.4612,23.6538,14151,050
90.4696,23.6538,16408,050
90.4779,23.6538,22301,050
90.4862,23.6538,18429,050
90.5112,23.6538,22989,050
90.5196,23.6538,13262,050
90.4696,23.6454,17161,050
90.4779,23.6454,35694,050
90.4862,23.6454,34429,050
90.4946,23.6454,27857,050
90.5029,23.6454,23031,050
90.5112,23.6454,30676,050
90.5196,23.6454,13995,050
90.4612,23.6371,11628,050
90.4696,23.6371,13236,050
90.4779,23.6371,30011,050
90.4862,23.6371,30308,050
90.4946,23.6371,30588,050
90.5029,23.6371,35172,050
90.5112,23.6371,31811,050
90.5196,23.6371,12243,050
90.5946,23.6371,10259,050
90.9696,23.6371,11451,050
90.4612,23.6288,20355,050
90.4696,23.6288,28882,050
90.4779,23.6288,25934,050
90.4862,23.6288,32705,050
90.4946,23.6288,37694,050
90.5029,23.6288,39107,050
90.5112,23.6288,22121,050
90.5196,23.6288,15299,050
90.1196,23.6204,11446,050
90.4612,23.6204,15675,050
